neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Williamsburg,40.7108,-73.96226,Entire home/apt,200,3,16,2018-09-25,0.19,1,291
Manhattan,East Village,40.72507,-73.98861,Private room,110,2,64,2019-06-09,0.76,1,74
Manhattan,Harlem,40.82726,-73.9444,Private room,58,1,17,2019-04-27,0.31,2,289
Brooklyn,Bedford-Stuyvesant,40.68813,-73.92817,Entire home/apt,189,7,7,2017-04-17,0.1,2,303
Bronx,Mott Haven,40.81128,-73.92399,Private room,49,1,23,2018-03-27,0.27,1,333
Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,2019-06-10,0.27,1,239
Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,2014-08-21,0.02,1,6
Queens,Jackson Heights,40.75193,-73.87873,Private room,75,5,30,2019-05-24,0.37,3,180
Queens,Jackson Heights,40.74906,-73.89377,Private room,69,7,55,2018-09-30,0.64,3,318
Brooklyn,Sunset Park,40.6397,-74.0162,Private room,55,7,28,2019-05-12,0.32,2,333
Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,2019-04-29,0.15,1,195
Manhattan,East Village,40.72981,-73.98318,Entire home/apt,239,2,67,2019-07-02,1.33,1,78
Manhattan,Harlem,40.81713,-73.94217,Private room,75,3,36,2019-06-23,1.76,1,47
Brooklyn,Williamsburg,40.70147,-73.94378,Entire home/apt,229,3,12,2019-05-28,0.15,1,319
Manhattan,Kips Bay,40.74134,-73.98113,Entire home/apt,129,2,47,2019-06-08,0.55,1,177
Brooklyn,Williamsburg,40.71613,-73.95837,Entire home/apt,200,3,17,2016-05-12,0.2,1,67
Brooklyn,Prospect-Lefferts Gardens,40.65955,-73.96066,Private room,110,4,12,2019-04-26,0.16,1,330
Manhattan,Two Bridges,40.71137,-73.99403,Private room,80,4,48,2019-01-06,0.56,1,96
Queens,Sunnyside,40.74679,-73.91853,Private room,80,3,1,2012-12-30,0.01,1,330
Brooklyn,Williamsburg,40.70743,-73.96728,Entire home/apt,142,7,69,2019-06-20,0.85,1,261
Brooklyn,Windsor Terrace,40.65854,-73.98384,Entire home/apt,300,2,24,2019-02-20,0.39,1,23
Brooklyn,Sunset Park,40.66221,-73.99743,Private room,50,2,33,2019-06-30,0.39,1,20
Brooklyn,Park Slope,40.67211,-73.976,Entire home/apt,220,3,27,2019-05-17,0.45,1,68
Manhattan,Chinatown,40.71456,-73.99978,Entire home/apt,165,5,22,2019-05-11,0.26,1,316
Brooklyn,Fort Greene,40.69011,-73.97691,Entire home/apt,160,4,2,2013-03-31,0.03,2,34
Brooklyn,South Slope,40.66641,-73.98283,Entire home/apt,249,3,12,2019-07-01,0.27,1,26
Brooklyn,Gowanus,40.67828,-73.99136,Private room,80,2,35,2017-05-30,0.41,1,189
Bronx,Allerton,40.8687,-73.8524,Private room,35,7,2,2018-07-23,0.17,1,90
Brooklyn,Brighton Beach,40.5822,-73.96392,Entire home/apt,169,4,63,2019-07-06,1.27,1,323
Staten Island,New Springville,40.59274,-74.16178,Private room,68,2,11,2018-10-22,0.24,1,88
Brooklyn,Williamsburg,40.71345,-73.95689,Entire home/apt,175,2,15,2019-06-03,0.29,1,64
Manhattan,West Village,40.73214,-74.00188,Entire home/apt,130,4,22,2019-05-26,0.28,1,77
Brooklyn,Prospect Heights,40.67823,-73.97007,Entire home/apt,209,3,56,2019-07-04,0.65,1,160
Manhattan,Upper West Side,40.79842,-73.96903,Entire home/apt,150,4,2,2014-09-03,0.03,1,141
Manhattan,Lower East Side,40.72232,-73.98686,Entire home/apt,104,3,57,2019-06-30,0.7,1,6
Brooklyn,Bushwick,40.69227,-73.90852,Private room,68,2,37,2019-06-23,0.49,1,23
Manhattan,East Village,40.72756,-73.97939,Entire home/apt,150,7,19,2019-03-22,0.32,1,24
Manhattan,Chelsea,40.74348,-73.9998,Entire home/apt,200,1,60,2019-06-02,0.78,1,260
Manhattan,Upper East Side,40.77108,-73.95967,Private room,82,3,10,2019-05-15,0.13,2,251
Manhattan,Harlem,40.82749,-73.9382,Private room,115,7,8,2012-12-25,0.09,1,178
Queens,Rego Park,40.72719,-73.86166,Entire home/apt,69,5,5,2019-05-17,0.1,1,4
Manhattan,Chelsea,40.74767,-74.01061,Entire home/apt,135,6,42,2019-05-27,0.49,1,170
Brooklyn,Greenpoint,40.73067,-73.955,Entire home/apt,200,7,20,2019-06-23,0.24,1,365
Manhattan,East Harlem,40.80762,-73.94017,Private room,50,2,16,2018-07-04,0.62,1,60
Manhattan,Flatiron District,40.74129,-73.98374,Entire home/apt,265,3,26,2019-06-15,0.32,1,341
Brooklyn,Crown Heights,40.67147,-73.94979,Entire home/apt,275,5,2,2018-10-18,0.1,1,357
Brooklyn,Prospect-Lefferts Gardens,40.66199,-73.96294,Entire home/apt,80,7,23,2019-06-05,0.27,1,20
Brooklyn,Prospect Heights,40.6744,-73.96558,Private room,90,7,43,2019-06-29,0.52,1,38
Manhattan,Upper West Side,40.79358,-73.97043,Entire home/apt,102,3,36,2019-07-02,0.5,1,21
Manhattan,Washington Heights,40.83064,-73.94076,Entire home/apt,170,1,47,2019-04-28,0.58,2,17
Brooklyn,Williamsburg,40.71872,-73.96042,Entire home/apt,189,4,33,2019-04-07,0.44,2,1
Manhattan,Hell's Kitchen,40.76304,-73.9888,Entire home/apt,195,3,22,2019-06-23,1.61,2,59
Brooklyn,Clinton Hill,40.68752,-73.96688,Private room,200,3,2,2015-08-07,0.02,1,365
Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.95016,Private room,69,4,19,2019-05-20,0.24,3,43
Brooklyn,Clinton Hill,40.69073,-73.96762,Entire home/apt,135,3,28,2019-06-01,0.4,1,211
Manhattan,Upper West Side,40.7964,-73.9675,Entire home/apt,210,3,25,2019-06-10,0.3,1,347
Manhattan,Lower East Side,40.71788,-73.98975,Entire home/apt,300,1,45,2019-06-08,0.62,1,111
Manhattan,Harlem,40.81757,-73.94709,Entire home/apt,220,3,33,2019-06-22,0.51,2,174
Brooklyn,Park Slope,40.67981,-73.97967,Private room,152,2,23,2018-10-08,0.27,1,365
Brooklyn,Gowanus,40.68251,-73.98486,Entire home/apt,250,2,57,2019-07-02,0.67,1,25
Manhattan,Chelsea,40.73971,-74.00221,Private room,125,2,42,2019-05-31,0.5,1,172
Brooklyn,Bedford-Stuyvesant,40.68411,-73.93875,Entire home/apt,80,4,42,2019-05-28,0.49,1,245
Brooklyn,Crown Heights,40.6772,-73.9506,Private room,80,7,10,2019-05-21,0.48,1,365
Manhattan,East Harlem,40.78837,-73.94628,Private room,75,2,51,2019-06-30,0.61,1,77
Brooklyn,Greenpoint,40.73252,-73.95496,Private room,150,2,28,2018-08-05,0.59,1,72
Queens,Arverne,40.59783,-73.80158,Entire home/apt,92,1,55,2017-06-01,0.66,1,8
Brooklyn,Carroll Gardens,40.67859,-73.99444,Entire home/apt,115,4,61,2019-03-09,0.72,1,15
Manhattan,Hell's Kitchen,40.77032,-73.99493,Private room,120,2,67,2019-06-25,0.8,1,179
Manhattan,West Village,40.73041,-74.00326,Entire home/apt,200,7,34,2019-06-30,0.41,1,217
Brooklyn,Gravesend,40.60399,-73.97092,Private room,72,1,61,2019-07-06,0.81,2,335
Manhattan,Harlem,40.80797,-73.9489,Private room,75,5,46,2019-05-05,0.6,1,343
Manhattan,Tribeca,40.71552,-74.00749,Private room,229,1,62,2014-04-27,0.73,1,36
Brooklyn,Bedford-Stuyvesant,40.69079,-73.95809,Private room,54,2,19,2016-07-15,0.23,1,220
Manhattan,Chelsea,40.74026,-74.00079,Entire home/apt,275,6,61,2019-06-30,0.73,1,69
Queens,Sunnyside,40.74124,-73.92273,Private room,100,3,28,2019-03-31,0.38,1,188
Manhattan,Upper West Side,40.7839,-73.97897,Entire home/apt,179,4,12,2018-05-28,0.25,1,11
Brooklyn,Clinton Hill,40.68533,-73.96808,Entire home/apt,149,2,20,2018-12-30,0.24,1,4
Brooklyn,Greenpoint,40.72188,-73.94963,Entire home/apt,128,5,38,2019-05-06,0.45,1,20
Brooklyn,Park Slope,40.6686,-73.98342,Private room,65,3,31,2018-08-10,0.5,1,22
Manhattan,Hell's Kitchen,40.76257,-73.99303,Entire home/apt,249,3,35,2019-05-27,0.42,1,38
Queens,Elmhurst,40.73587,-73.88279,Entire home/apt,99,3,48,2019-06-23,0.58,2,301
Brooklyn,Bushwick,40.69945,-73.92148,Entire home/apt,115,3,54,2019-06-19,0.65,1,3
Manhattan,Harlem,40.81726,-73.94583,Entire home/apt,80,2,54,2019-07-01,0.74,2,193
Brooklyn,Williamsburg,40.72091,-73.96133,Entire home/apt,250,3,25,2017-11-21,0.3,2,188
Brooklyn,Bedford-Stuyvesant,40.68372,-73.9406,Private room,65,3,5,2014-08-31,0.06,2,341
Manhattan,Hell's Kitchen,40.76876,-73.99473,Private room,90,2,28,2018-09-13,0.34,1,358
Manhattan,Harlem,40.80352,-73.95127,Entire home/apt,136,2,15,2019-04-27,0.18,2,6
Brooklyn,Prospect-Lefferts Gardens,40.65826,-73.95951,Entire home/apt,125,4,40,2019-01-01,0.57,1,29
Manhattan,East Village,40.7324,-73.98577,Entire home/apt,165,7,57,2019-05-06,0.68,1,32
Brooklyn,Fort Greene,40.68935,-73.9695,Entire home/apt,120,3,22,2015-10-28,0.27,1,189
Manhattan,Greenwich Village,40.72812,-74.00191,Entire home/apt,225,4,51,2019-05-02,0.62,1,172
Manhattan,West Village,40.73485,-74.00637,Entire home/apt,165,5,4,2018-07-08,0.05,1,87
Brooklyn,Crown Heights,40.67639,-73.96003,Entire home/apt,110,5,3,2016-01-11,0.04,1,15
Staten Island,Tottenville,40.50868,-74.23986,Entire home/apt,299,3,59,2019-07-08,0.82,1,245
Manhattan,East Village,40.72389,-73.98934,Entire home/apt,200,6,1,2019-01-05,0.16,1,128
Staten Island,Tompkinsville,40.63358,-74.0833,Private room,71,2,23,2018-10-07,0.33,2,352
Manhattan,Harlem,40.8224,-73.94358,Private room,79,3,9,2019-06-30,0.11,1,329
Manhattan,Nolita,40.72294,-73.99388,Entire home/apt,250,4,43,2019-06-02,0.52,1,347
Manhattan,Harlem,40.82732,-73.95112,Private room,145,3,39,2016-12-08,0.47,1,44
Brooklyn,Williamsburg,40.71256,-73.96626,Private room,73,6,6,2019-05-13,0.07,2,310
Brooklyn,Prospect Heights,40.6795,-73.9685,Entire home/apt,150,3,18,2019-04-06,0.26,1,68
Brooklyn,Williamsburg,40.71227,-73.96776,Entire home/apt,195,1,39,2019-04-28,0.47,1,270
Brooklyn,Clinton Hill,40.68304,-73.96348,Entire home/apt,200,3,56,2019-05-21,0.96,1,365
Manhattan,Chinatown,40.71695,-73.99031,Entire home/apt,149,4,12,2019-06-03,0.14,1,203
Brooklyn,Kensington,40.64573,-73.98013,Private room,72,1,48,2019-02-28,0.59,1,312
Manhattan,East Harlem,40.8014,-73.94361,Private room,110,1,37,2019-06-02,0.45,1,365
Manhattan,Hell's Kitchen,40.76287,-73.9957,Entire home/apt,99,3,46,2018-01-04,0.56,1,31
Manhattan,Chelsea,40.74272,-74.00309,Entire home/apt,200,3,17,2018-06-24,0.21,1,5
Brooklyn,Flatbush,40.64895,-73.95758,Entire home/apt,140,4,15,2017-08-03,0.18,1,365
Brooklyn,Bushwick,40.68888,-73.91911,Private room,45,5,69,2019-05-25,0.89,3,223
Brooklyn,Bushwick,40.68796,-73.91906,Private room,42,5,70,2019-04-29,0.88,3,236
Manhattan,Upper East Side,40.77382,-73.95088,Entire home/apt,141,2,46,2019-06-14,0.57,1,346
Manhattan,West Village,40.73456,-74.00347,Private room,88,2,2,2019-07-04,0.05,1,348
Manhattan,Kips Bay,40.74166,-73.97811,Private room,65,5,39,2019-01-18,0.55,1,318
Queens,Jamaica,40.67166,-73.76566,Private room,58,2,56,2019-07-01,0.67,2,365
Queens,Astoria,40.77329,-73.92832,Private room,100,2,35,2019-06-21,0.42,1,144
Manhattan,Lower East Side,40.7195,-73.99416,Private room,167,5,32,2018-09-14,0.39,1,341
Staten Island,Mariners Harbor,40.62879,-74.16062,Private room,54,2,48,2019-06-11,0.59,1,232
Manhattan,Harlem,40.80314,-73.95768,Private room,55,3,66,2019-06-17,0.8,2,13
Brooklyn,East New York,40.67635,-73.89124,Private room,35,3,13,2019-05-29,0.16,1,2
Manhattan,Upper East Side,40.78002,-73.95211,Private room,250,1,60,2019-05-16,0.93,1,148
Brooklyn,Clinton Hill,40.69445,-73.96401,Entire home/apt,249,4,19,2019-06-07,0.23,1,362
Brooklyn,Crown Heights,40.67722,-73.95005,Entire home/apt,155,3,66,2019-06-30,1.75,3,309
Manhattan,East Village,40.72912,-73.98355,Entire home/apt,95,3,39,2019-06-18,0.47,1,15
Brooklyn,Bedford-Stuyvesant,40.69114,-73.94601,Private room,68,5,8,2018-09-07,0.1,1,281
Brooklyn,Park Slope,40.67406,-73.97697,Entire home/apt,150,5,1,2015-07-16,0.02,1,27
Manhattan,SoHo,40.72756,-74.00239,Entire home/apt,230,2,27,2019-07-06,1.4,1,101
Brooklyn,Fort Greene,40.6967,-73.97622,Private room,80,2,14,2017-10-06,0.17,2,364
Brooklyn,Williamsburg,40.70751,-73.9467,Private room,150,3,32,2018-10-20,0.42,2,365
Brooklyn,Prospect-Lefferts Gardens,40.6582,-73.95275,Private room,70,5,18,2019-05-30,0.22,3,365
Queens,Woodside,40.74723,-73.89706,Entire home/apt,120,3,60,2019-07-04,1.59,3,281
Brooklyn,Williamsburg,40.71796,-73.95439,Private room,69,3,2,2013-05-06,0.03,3,284
Manhattan,Harlem,40.80748,-73.94869,Entire home/apt,299,3,6,2019-05-24,0.09,1,348
Manhattan,Lower East Side,40.71819,-73.99136,Entire home/apt,175,5,56,2019-07-06,0.79,1,263
Queens,Woodside,40.74746,-73.89712,Entire home/apt,120,3,51,2019-07-03,1.52,3,253
Queens,Woodside,40.74687,-73.89892,Entire home/apt,120,3,55,2019-06-04,0.67,3,289
Brooklyn,Crown Heights,40.67473,-73.96263,Entire home/apt,120,3,12,2019-03-17,0.18,1,15
Manhattan,Harlem,40.82655,-73.93943,Private room,79,3,19,2018-10-26,0.3,1,365
Manhattan,Harlem,40.80745,-73.94353,Entire home/apt,150,5,17,2018-06-25,0.26,2,36
Manhattan,East Village,40.72576,-73.98582,Entire home/apt,144,4,70,2019-06-19,0.86,1,198
Brooklyn,Bedford-Stuyvesant,40.68724,-73.95837,Private room,85,5,1,2019-01-07,0.16,2,189
Manhattan,Upper West Side,40.79241,-73.97111,Entire home/apt,195,3,17,2018-09-18,0.43,1,26
Manhattan,Lower East Side,40.71625,-73.9843,Entire home/apt,169,5,62,2019-07-01,0.75,1,249
Brooklyn,Crown Heights,40.67942,-73.96248,Entire home/apt,50,4,8,2019-04-29,0.12,1,220
Queens,Astoria,40.76216,-73.92542,Entire home/apt,245,6,1,2015-08-29,0.02,1,164
Brooklyn,Sunset Park,40.65989,-73.99536,Private room,66,3,51,2019-05-30,0.64,1,329
Brooklyn,Greenpoint,40.72661,-73.94586,Private room,52,5,35,2019-01-03,0.44,3,1
Queens,Long Island City,40.74975,-73.93688,Private room,55,7,39,2019-06-25,0.48,1,46
Brooklyn,Bushwick,40.70226,-73.92797,Private room,50,2,27,2019-06-12,0.35,1,2
Manhattan,East Village,40.7296,-73.98479,Entire home/apt,133,2,1,2018-07-24,0.09,1,50
Manhattan,Tribeca,40.71729,-74.00424,Entire home/apt,259,2,20,2015-12-30,0.25,1,17
Manhattan,Inwood,40.85963,-73.93107,Private room,97,7,2,2018-09-05,0.06,1,87
Manhattan,Nolita,40.7229,-73.99574,Entire home/apt,199,7,66,2019-06-09,0.83,1,142
Manhattan,Morningside Heights,40.80529,-73.96467,Entire home/apt,125,2,7,2017-12-15,0.09,1,358
Brooklyn,Canarsie,40.6258,-73.90004,Private room,39,5,60,2019-06-09,0.95,3,34
Manhattan,Chelsea,40.74314,-74.00119,Private room,155,5,18,2019-06-05,0.24,1,90
Manhattan,Greenwich Village,40.72863,-74.00137,Entire home/apt,200,4,11,2017-05-20,0.14,1,259
Manhattan,East Village,40.73233,-73.98695,Private room,95,5,64,2019-06-29,0.88,1,316
Brooklyn,Clinton Hill,40.68785,-73.96708,Entire home/apt,100,2,27,2018-09-15,0.33,1,159
Brooklyn,Clinton Hill,40.68468,-73.96303,Private room,50,4,32,2019-05-30,0.4,1,347
Manhattan,Midtown,40.75383,-73.96777,Entire home/apt,133,6,22,2019-06-29,0.33,1,5
Manhattan,Upper East Side,40.77638,-73.95247,Entire home/apt,155,5,63,2019-07-05,0.78,1,235
Queens,Astoria,40.76361,-73.91793,Entire home/apt,140,5,15,2019-05-31,0.19,1,260
Brooklyn,Bushwick,40.70022,-73.93032,Private room,103,2,58,2019-06-20,0.94,3,69
Brooklyn,Flatbush,40.64232,-73.9572,Private room,55,3,66,2019-06-07,1.16,3,264
Manhattan,East Harlem,40.80826,-73.93401,Entire home/apt,50,4,24,2015-03-02,0.3,1,25
Brooklyn,Williamsburg,40.70745,-73.94307,Shared room,52,3,19,2019-06-30,0.44,2,88
Queens,Bayside,40.75666,-73.76314,Entire home/apt,299,2,67,2019-06-20,0.95,2,322
Brooklyn,Williamsburg,40.71572,-73.95574,Entire home/apt,165,1,41,2018-06-29,0.52,1,19
Manhattan,East Harlem,40.80343,-73.93514,Entire home/apt,120,3,22,2019-07-02,0.31,1,365
Queens,Flushing,40.75612,-73.82517,Private room,55,2,31,2018-06-28,0.53,2,282
Manhattan,East Village,40.72578,-73.98448,Private room,59,4,12,2019-06-23,0.16,1,12
Brooklyn,Flatbush,40.64047,-73.96388,Entire home/apt,150,5,52,2019-05-28,0.65,1,311
Brooklyn,Bedford-Stuyvesant,40.6953,-73.95832,Private room,75,1,28,2019-06-01,0.36,1,365
Manhattan,Upper West Side,40.7982,-73.97173,Entire home/apt,200,2,8,2019-06-02,0.53,1,337
Manhattan,Civic Center,40.71247,-73.99873,Entire home/apt,225,3,3,2017-01-02,0.07,2,189
Brooklyn,Fort Greene,40.68798,-73.97442,Entire home/apt,145,7,4,2018-11-03,0.05,1,36
Manhattan,West Village,40.73364,-74.00539,Entire home/apt,189,2,68,2019-07-01,0.92,1,63
Manhattan,Lower East Side,40.71502,-73.98192,Private room,69,7,48,2019-06-21,0.61,1,235
Brooklyn,Bedford-Stuyvesant,40.68176,-73.914,Entire home/apt,149,2,67,2019-07-06,0.88,3,329
Manhattan,Harlem,40.82294,-73.94999,Entire home/apt,225,1,50,2019-06-14,0.72,1,265
Brooklyn,Prospect Heights,40.67708,-73.96649,Entire home/apt,195,4,10,2019-03-16,0.13,1,95
Manhattan,West Village,40.73761,-74.00043,Entire home/apt,140,2,34,2018-08-31,0.43,1,159
Bronx,Fieldston,40.88757,-73.90522,Entire home/apt,60,1,25,2019-07-05,0.67,1,311
Manhattan,Chelsea,40.75351,-73.99762,Entire home/apt,225,7,3,2015-09-26,0.06,1,250
Brooklyn,Prospect-Lefferts Gardens,40.65586,-73.95953,Private room,82,3,62,2019-06-22,0.8,1,247
Brooklyn,Crown Heights,40.67759,-73.95432,Entire home/apt,150,4,13,2019-01-02,0.3,2,15
Manhattan,Gramercy,40.73493,-73.98655,Entire home/apt,130,3,26,2019-06-28,0.32,2,19
Brooklyn,Crown Heights,40.67504,-73.95273,Entire home/apt,250,4,6,2019-01-02,0.08,1,250
Manhattan,Chinatown,40.71786,-73.99518,Private room,195,3,61,2019-06-30,0.77,1,134
Manhattan,Washington Heights,40.83329,-73.93834,Private room,36,1,33,2019-06-18,0.77,1,211
Brooklyn,Greenpoint,40.73159,-73.95048,Private room,85,2,36,2019-06-14,0.45,1,278
Brooklyn,Williamsburg,40.70876,-73.94971,Private room,79,5,5,2019-01-02,0.21,2,198
Manhattan,Harlem,40.83378,-73.94966,Private room,85,1,1,2013-11-01,0.01,1,365
Queens,Kew Gardens,40.70947,-73.82922,Private room,60,3,12,2019-06-08,0.31,1,351
Manhattan,Harlem,40.80586,-73.94642,Entire home/apt,165,7,8,2016-08-15,0.1,1,234
Brooklyn,Bedford-Stuyvesant,40.68194,-73.92757,Private room,79,4,1,2015-01-02,0.02,1,359
Brooklyn,Bedford-Stuyvesant,40.68509,-73.93854,Entire home/apt,215,3,1,2013-01-01,0.01,2,300
Brooklyn,Kensington,40.63547,-73.97417,Private room,49,1,61,2019-06-23,0.95,1,100
Manhattan,Chelsea,40.74082,-73.99581,Entire home/apt,99,2,52,2018-04-07,0.65,1,30
Manhattan,Greenwich Village,40.72825,-74.00225,Entire home/apt,290,2,70,2019-05-31,0.92,1,339
Manhattan,Kips Bay,40.7445,-73.97583,Entire home/apt,148,5,29,2019-06-01,0.37,1,188
Brooklyn,Bedford-Stuyvesant,40.68615,-73.93095,Private room,75,2,38,2019-01-02,0.51,1,365
Manhattan,East Village,40.73131,-73.98609,Entire home/apt,121,2,6,2018-09-05,0.09,1,156
Brooklyn,Greenpoint,40.72166,-73.94037,Entire home/apt,99,7,10,2019-01-01,0.13,1,81
Brooklyn,Crown Heights,40.67231,-73.96032,Private room,90,2,24,2019-07-03,0.3,1,30
Manhattan,Harlem,40.81024,-73.94154,Private room,80,4,41,2019-06-20,0.52,2,119
Manhattan,Harlem,40.80997,-73.93992,Private room,65,5,29,2019-05-18,0.4,2,186
Brooklyn,Bushwick,40.69763,-73.93102,Private room,42,1,18,2016-10-03,0.35,1,60
Brooklyn,Park Slope,40.67507,-73.97792,Entire home/apt,155,5,22,2019-05-09,0.28,1,189
Staten Island,Tompkinsville,40.63132,-74.08799,Private room,47,1,20,2016-11-06,0.26,1,323
Manhattan,Harlem,40.80394,-73.9506,Private room,69,4,18,2019-04-25,0.23,1,280
Brooklyn,Crown Heights,40.67828,-73.95646,Private room,100,2,37,2015-11-10,0.52,1,2
Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,130,3,26,2019-06-23,0.41,2,23
Brooklyn,Bedford-Stuyvesant,40.6938,-73.94698,Private room,70,1,37,2019-06-10,0.48,3,325
Manhattan,Washington Heights,40.83783,-73.93832,Entire home/apt,130,5,47,2019-06-12,0.59,1,9
Brooklyn,Midwood,40.62908,-73.95965,Private room,68,7,1,2012-12-12,0.01,1,87
Manhattan,Chelsea,40.74372,-74.00021,Entire home/apt,240,7,26,2019-05-13,0.37,1,330
Manhattan,Tribeca,40.71969,-74.00876,Entire home/apt,235,3,5,2015-10-04,0.08,1,177
Queens,Long Island City,40.7529,-73.92985,Private room,63,2,26,2014-07-13,0.33,3,249
Manhattan,Chelsea,40.74712,-73.99514,Private room,109,3,26,2019-05-27,0.36,2,18
Manhattan,Lower East Side,40.71892,-73.98627,Entire home/apt,175,3,50,2019-06-30,0.63,1,1
Manhattan,Chinatown,40.71593,-73.99031,Entire home/apt,150,4,14,2019-05-28,0.31,1,18
Brooklyn,Clinton Hill,40.69691,-73.96713,Private room,36,1,8,2019-05-26,0.1,1,83
Brooklyn,Prospect-Lefferts Gardens,40.66251,-73.95374,Entire home/apt,140,2,11,2019-06-27,0.18,1,35
Brooklyn,Bedford-Stuyvesant,40.68196,-73.95168,Entire home/apt,100,5,15,2019-06-04,0.25,1,94
Brooklyn,Prospect-Lefferts Gardens,40.6593,-73.95686,Private room,75,3,46,2019-06-06,0.82,3,311
Manhattan,Harlem,40.80712,-73.95316,Private room,65,2,15,2018-05-16,0.2,1,361
Brooklyn,Crown Heights,40.67525,-73.9486,Entire home/apt,100,7,52,2019-06-15,0.67,1,56
Brooklyn,Williamsburg,40.7106,-73.96532,Private room,85,2,35,2019-05-04,0.55,2,365
Brooklyn,Williamsburg,40.71171,-73.96694,Entire home/apt,149,5,26,2019-04-22,0.41,2,14
Manhattan,Washington Heights,40.84764,-73.93875,Shared room,100,1,31,2018-10-08,0.4,1,364
Manhattan,Upper East Side,40.7704,-73.95024,Entire home/apt,166,1,15,2014-09-06,0.19,1,188
Brooklyn,Crown Heights,40.67434,-73.95728,Entire home/apt,150,2,37,2019-05-19,0.58,2,230
Manhattan,Greenwich Village,40.72977,-74.00164,Entire home/apt,195,2,12,2019-05-15,0.18,1,90
Manhattan,Civic Center,40.7123,-73.99946,Private room,100,4,8,2019-04-21,0.11,2,7
Brooklyn,Flatbush,40.6489,-73.96872,Entire home/apt,60,5,3,2019-04-30,0.06,1,189
Manhattan,Harlem,40.80925,-73.95541,Private room,62,2,45,2019-07-04,0.64,2,310
Manhattan,Harlem,40.80845,-73.94435,Entire home/apt,125,1,64,2019-07-01,1.37,1,135
Brooklyn,Flatbush,40.6483,-73.9644,Private room,74,1,8,2015-10-19,0.1,1,283
Brooklyn,Park Slope,40.67422,-73.98097,Private room,62,2,11,2018-10-29,0.14,2,158
Brooklyn,Williamsburg,40.71373,-73.94958,Entire home/apt,249,3,31,2015-09-27,0.4,1,365
Brooklyn,Gowanus,40.66958,-73.98998,Entire home/apt,240,2,22,2018-10-27,0.29,1,280
Manhattan,East Harlem,40.79541,-73.94465,Private room,100,1,58,2019-07-02,0.83,2,316
Manhattan,Washington Heights,40.85081,-73.93118,Private room,150,2,3,2019-05-31,0.15,1,365
Brooklyn,Sunset Park,40.64902,-74.00897,Private room,68,5,43,2019-05-26,0.56,2,282
Manhattan,Harlem,40.82719,-73.94484,Private room,90,7,35,2019-04-30,0.48,1,312
Manhattan,Harlem,40.82316,-73.94129,Private room,65,3,68,2019-07-05,0.88,2,361
Brooklyn,Clinton Hill,40.69208,-73.96525,Entire home/apt,185,4,8,2018-08-27,0.22,1,8
Brooklyn,Flatbush,40.65307,-73.95781,Entire home/apt,115,2,20,2019-05-19,0.25,1,282
